post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,sku,stock,regular_price,sale_price,stock_status,product_url,product_page_url
"LED/UV BUILDER GEL COVER PINK 14GR/ GEL CONSTRUCTOR COVER ROSADO",led-uv-builder-gel-cover-pink-14gr-gel-constructor-cover-rosado,,51927,"Curar 1 minuto enm luz LED y 3 minutos en UV",,publish,,3,14490,,instock,,https://www.lacopro.cl/producto/led-uv-builder-gel-cover-pink-14gr-gel-constructor-cover-rosado/
"LED/UV BUILDER GEL PURE WHITE 14GR/ GEL CONSTRUCTOR BLANCO",led-uv-builder-gel-pure-white-14gr-gel-constructor-blanco,,51928,"Curar 1 minuto luz LED y 4 minutos  luz UV",,publish,,8,14490,,instock,,https://www.lacopro.cl/producto/led-uv-builder-gel-pure-white-14gr-gel-constructor-blanco/
"BITE NO MORE 14ML/LIQUIDO PARA NO COMERSE LAS UÑAS",bite-no-more-14ml-liquido-para-no-comerse-las-unas,,51929,"Tratamiento para onicofagia con Bitrex.",,publish,073930060505,12,7590,5900,instock,,https://www.lacopro.cl/producto/bite-no-more-14ml-liquido-para-no-comerse-las-unas/
"PRODIP SUPERNAIL ACTIVATOR 3/ ACTIVADOR 14ML",prodip-supernail-activator-3-activador-14ml,,52076,"Liquido activador, para prepara uñas flexibles, naturales y sin olor.",,publish,,42,11990,6500,instock,,https://www.lacopro.cl/producto/prodip-supernail-activator-3-activador-14ml/
"PRODIP SUPERNAIL FINISH GEL 4/GEL DE ACABADO 14ML",prodip-supernail-finish-gel-4-gel-de-acabado-14ml,,52079,"Prodip, nueva técnica de uñas rápida, sin olor, casi no requiere limado.",,publish,,17,11990,6500,instock,,https://www.lacopro.cl/producto/prodip-supernail-finish-gel-4-gel-de-acabado-14ml/
"PRODIP SUPERNAIL DISPOSABLE DIPPING/BANDEJA PRODIP",prodip-supernail-disposable-dipping-bandeja-prodip,,52099,"Bandeja de inmersión desechable diseñada para ser utilizada de tres maneras: por inmersión, toque ligero o derramamiento de polvo de inmersión acrílico. La aplicación es más rápida y limpia, almacena la cantidad justa de polvo para inmersión y es limpio.",,publish,,,5618,2500,instock,,https://www.lacopro.cl/producto/prodip-supernail-disposable-dipping-bandeja-prodip/
"PRODIP SUPERNAIL DIP POWDER PINK/POLVO INMERSION ROSADO 56GR",prodip-supernail-dip-powder-pink-polvo-inmersion-rosado-56gr,,52100,"Polvo acrílico para inmersión rosado.",,publish,,17,10490,5000,instock,,https://www.lacopro.cl/producto/prodip-supernail-dip-powder-pink-polvo-inmersion-rosado-56gr/
"PRODIP SUPERNAIL DIP POWDER WHITE/POLVO INMERSION BLANCO 56GR",prodip-supernail-dip-powder-white-polvo-inmersion-blanco-56gr,,52101,"Polvo inmersión blanco 56 gr",,publish,,13,10490,5000,instock,,https://www.lacopro.cl/producto/prodip-supernail-dip-powder-white-polvo-inmersion-blanco-56gr/
"PRODIP SUPERNAIL CARNATION PINK 25.5GR",prodip-supernail-carnation-pink-25-5gr,,52104,,,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-supernail-carnation-pink-25-5gr/
"PRODIP SUPERNAIL PURPLE PIZZAZZ 25.5GR",prodip-supernail-purple-pizzazz-25-5gr,,52107,,,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-supernail-purple-pizzazz-25-5gr/
"PRODIP SUPERNAIL RAZZLE DAZZLE 25.5GR",prodip-supernail-razzle-dazzle-25-5gr,,52108,,,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-supernail-razzle-dazzle-25-5gr/
"PRODIP SUPERNAIL SPARKLING PEWTER 25.5GR",prodip-supernail-sparkling-pewter-25-5gr,,52110,,,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-supernail-sparkling-pewter-25-5gr/
"PRODIP SUPERNAIL VENETIAN RED 25.5GR",prodip-supernail-venetian-red-25-5gr,,52111,,,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-supernail-venetian-red-25-5gr/
"LASH SHORT BLACK",lash-short-black,,52115,"Pestaña de 3 pelos corta negra. Marca Ardell.",,publish,074764650610,,3490,,instock,,https://www.lacopro.cl/producto/lash-short-black/
"FLARE MEDIUM BROWN",flare-medium-brown,,52117,"Pestañas abanico cafe, 13 pelos aproximadamente. Marca Ardell",,publish,074764302205,,3490,,instock,,https://www.lacopro.cl/producto/flare-medium-brown/
"FLARE SHORT BLACK KNOTT FREE",flare-short-black-knott-free,,52119,"Pestaña abanico corta negra sin nudo. Marca Ardell",,publish,074764650504,,3490,,instock,,https://www.lacopro.cl/producto/flare-short-black-knott-free/
"101 BLACK",101-black,,52120,"Pestaña de tira look natural para uso diario.",,publish,074764650016,19,3490,2500,instock,,https://www.lacopro.cl/producto/101-black/
"103 BLACK",103-black,,52121,"Pestaña de tira negra, modelo 103, marca ARDELL.",,publish,074764603104,,3490,,instock,,https://www.lacopro.cl/producto/103-black/
"105 BLACK",105-black,,52122,"Pestaña de tira negra, modelo 105, look natural. Marca ARDELL",,publish,074764650023,,3490,,instock,,https://www.lacopro.cl/producto/105-black/
"106 BLACK",106-black,,52123,"Pestaña de tira 106 negra, look natural. Marca Ardell",,publish,,,3490,,instock,,https://www.lacopro.cl/producto/106-black/
"107 BLACK",107-black,,52124,"Pestaña de tira modelo 107 black, look natural glamour. Marca Ardell",,publish,074764607102,11,3490,,instock,,https://www.lacopro.cl/producto/107-black/
"112 BLACK UNDER",112-black-under,,52128,"Pestaña de tira parapado inferior, look glamour, modelo 112 negro. Marca ARDELL.",,publish,074764612106,11,3490,,instock,,https://www.lacopro.cl/producto/112-black-under/
"131 BLACK",131-black,,52133,"Pestaña de tira modelo 131 negra, look glamour. Marca ARDELL",,publish,074764650061,12,3490,,instock,,https://www.lacopro.cl/producto/131-black/
"136 BLACK",136-black,,52134,"Modelo 136 negro, look glamour. Marca ARDELL",,publish,074764611369,,3490,,instock,,https://www.lacopro.cl/producto/136-black/
"137 BLACK",137-black,,52135,"Modelo 137 negro, pestaña de tira, look glamour. Marca ARDELL.",,publish,074764611376,20,3490,,instock,,https://www.lacopro.cl/producto/137-black/
"139 BLACK",139-black,,52136,"pestaña de tira, modelo 139 negro, look glamour. Marca ARDELL",,publish,074764611390,,3490,,instock,,https://www.lacopro.cl/producto/139-black/
"305 BLACK/ COLA",305-black-cola,,52141,"Media pestaña de tira, su intención es acentuar el extremo exterior del ojo, logrando una mirada magnífica, fácil de aplicar. Marca ARDELL",,publish,074764613059,,2990,,instock,,https://www.lacopro.cl/producto/305-black-cola/
"308 BLACK/ COLA",308-black-cola,,52142,"Media pestaña de tira, fácil de aplicar. Aumenta la densidad del extremo exterior dando un look magnífico. Marca ARDELL",,publish,074764613080,20,2990,,instock,,https://www.lacopro.cl/producto/308-black-cola/
"311 BLACK/ COLA",311-black-cola,,52143,"Media pestaña de tira, aumenta la densidad del extremo exterior , logrando un look magnifico, facil de aplicar. Marca ARDELL",,publish,074764613110,,2990,,instock,,https://www.lacopro.cl/producto/311-black-cola/
"315 BLACK/COLA",315-black-cola,,52144,"Media pestaña de tira, aumenta la densidad del extremo exterior dando look magnifico. Fácil de aplicar. Marca ARDELL",,publish,074764613158,,2990,,instock,,https://www.lacopro.cl/producto/315-black-cola/
"318 BLACK/ COLA",318-black-cola,,52145,"Media pestaña de tira, aumenta la densidad  del extremo exterior, dando un look magnifico. Fácil de poner. Marca ARDELL",,publish,074764613189,18,2990,,instock,,https://www.lacopro.cl/producto/318-black-cola/
"DEMI LUVIES BLACK",demi-luvies-black,,52147,"Pestaña de tira negra, modelo demi luvies, look natural Marca ARDELL",,publish,074764650160,2,3490,,instock,,https://www.lacopro.cl/producto/demi-luvies-black/
"FUN BLACK CON STRASS",fun-black-con-strass,,52148,"Pestaña de tira para un look glamoroso, tiene strass. Marca ARDELL",,publish,074764650351,56,3490,,instock,,https://www.lacopro.cl/producto/fun-black-con-strass/
"PRO BROW BUILDING FIBER GEL SOFT BLACK/ GEL ESCULTOR CEJAS CON FIBRA NEGRO SUAVE",pro-brow-building-fiber-gel-soft-black-gel-escultor-cejas-con-fibra-negro-suave,,52149,"Negro suave, crea cejas más gruesas, de aspecto natural. Resultados sorprendentes.",,publish,074764656513,,6370,,instock,,https://www.lacopro.cl/producto/pro-brow-building-fiber-gel-soft-black-gel-escultor-cejas-con-fibra-negro-suave/
"PRO BROW BUILDING FIBER GEL TAUPE/ GEL CONSTRUCTOR DE CEJAS CON FIBRA MARRON OSCURO",pro-brow-building-fiber-gel-taupe-gel-constructor-de-cejas-con-fibra-marron-oscuro,,52151,"Gel para cejas más gruesas y naturales, resultados sorprendentes. 7 gr.",,publish,074764621658,,6370,,instock,,https://www.lacopro.cl/producto/pro-brow-building-fiber-gel-taupe-gel-constructor-de-cejas-con-fibra-marron-oscuro/
"GISELE BLACK",gisele-black,,52152,"Pestaña de tira, modelo Giselle, look fashion. Marca ARDELL",,publish,074764650078,60,3490,,instock,,https://www.lacopro.cl/producto/gisele-black/
"LASHFREE/ REMOVEDOR PESTAÑAS ARDELL",lashfree-removedor-pestanas-ardell,,52153,,,publish,074764650603,,3490,,instock,,https://www.lacopro.cl/producto/lashfree-removedor-pestanas-ardell/
"MAGNETIC ACCENT 002",magnetic-accent-001,,52158,"Pestañas magnéticas, fáciles  de aplicar, no requiere adhesivo, reusables, varios imanes para mejor adhesión.

Banda curva para ajuste perfecto.",,publish,074764679536,,5000,,instock,,https://www.lacopro.cl/producto/magnetic-accent-001/
"NAOMI BLACK",naomi-black,,52160,"Pestaña de tira, look fashion. Marca ARDELL",,publish,074764650290,,3490,,instock,,https://www.lacopro.cl/producto/naomi-black/
ROMANTIC,romantic,,52161,"Pestaña de tira, para un look glamoroso. Marca Ardell",,publish,074764620170,4,3490,,instock,,https://www.lacopro.cl/producto/romantic/
"SNOW CAP 3.5GR GLITTER SUPERNAIL",snow-cap-3-5gr-glitter-supernail,,52231,,,publish,073930511496,84,3720,,instock,,https://www.lacopro.cl/producto/snow-cap-3-5gr-glitter-supernail/
"GOLD RUSH 3.5GR GLITTER SUPERNAIL",gold-rush-3-5gr-glitter-supernail,,52237,,,publish,073930511410,52,3720,,instock,,https://www.lacopro.cl/producto/gold-rush-3-5gr-glitter-supernail/
"MAGENTA AURA 3.5GR GLITTER SUPERNAIL",magenta-aura-3-5gr-glitter-supernail,,52240,,,publish,073930511380,1,3720,,instock,,https://www.lacopro.cl/producto/magenta-aura-3-5gr-glitter-supernail/
"MOTHER NATURE 3.5GR GLITTER SUPERNAIL",mother-nature-3-5gr-glitter-supernail,,52241,,,publish,073930511342,5,3720,,instock,,https://www.lacopro.cl/producto/mother-nature-3-5gr-glitter-supernail/
"NEW MOON 3.5GR GLITTER SUPERNAIL",new-moon-3-5gr-glitter-supernail,,52242,,,publish,073930511465,1,3720,,instock,,https://www.lacopro.cl/producto/new-moon-3-5gr-glitter-supernail/
"SHINNING DAWN 3.5GR GLITTER SUPERNAIL",shinning-dawn-3-5gr-glitter-supernail,,52243,,,publish,073930511403,28,3720,,instock,,https://www.lacopro.cl/producto/shinning-dawn-3-5gr-glitter-supernail/
"SILVER RUSH 3.5GR GLITTER SUPERNAIL",silver-rush-3-5gr-glitter-supernail-2,,52244,,,publish,073930511489,88,3720,,instock,,https://www.lacopro.cl/producto/silver-rush-3-5gr-glitter-supernail-2/
"STERLING SILVER 3.5GR GLITTER SUPERNAIL",sterling-silver-3-5gr-glitter-supernail,,52245,,,publish,073930511472,19,3720,,instock,,https://www.lacopro.cl/producto/sterling-silver-3-5gr-glitter-supernail/
"SUNRISE 3.5GR GLITTER SUPERNAIL",sunrise-3-5gr-glitter-supernail,,52246,,,publish,073930511427,1,3720,,instock,,https://www.lacopro.cl/producto/sunrise-3-5gr-glitter-supernail/
"SUNSET 3.5GR GLITTER SUPERNAIL",sunset-3-5gr-glitter-supernail,,52250,,,publish,073930511434,4,3720,,instock,,https://www.lacopro.cl/producto/sunset-3-5gr-glitter-supernail/
"TWILIGHT 3.5GR GLITTER SUPERNAIL",twilight-3-5gr-glitter-supernail,,52251,,,publish,073930511366,13,3720,,instock,,https://www.lacopro.cl/producto/twilight-3-5gr-glitter-supernail/
"FELLING BLUE 14GR/ACRILICO AZULADO",felling-blue-14gr-acrilico-azulado,,52264,,,publish,,,7490,,instock,,https://www.lacopro.cl/producto/felling-blue-14gr-acrilico-azulado/
"SPLISH SPLASH 14GR/ACRILICO AZUL",splish-splash-14gr-acrilico-azul,,52271,,,publish,073930511601,8,7490,5243,instock,,https://www.lacopro.cl/producto/splish-splash-14gr-acrilico-azul/
"KIT ESMALTADO PERMANENTE BASICO",,,52273,"La compra del kit, da derecho a la capacitación GRATIS con productos incluidos. Los cursos son personalizados y prácticos.",,draft,,,,,instock,,https://www.lacopro.cl/?post_type=product&p=52273
"MOLDE UÑAS",molde-unas,,52391,,,publish,4848484848482,21,4990,2000,instock,,https://www.lacopro.cl/producto/molde-unas/
"ANILLO PORTA EXTENSIONES Y ADHESIVO",anillo-porta-extensiones-y-adhesivo,,52469,,,publish,5353535353536,2,2500,,instock,,https://www.lacopro.cl/producto/anillo-porta-extensiones-y-adhesivo/
"CINTA ADHESIVA EXTENSIONES",cinta-adhesiva-extensiones,,52470,,,publish,5252525252524,9,1500,,instock,,https://www.lacopro.cl/producto/cinta-adhesiva-extensiones/
"CABEZA DE PRACTICA",cabeza-de-practica,,52477,"Ideal para quienes estan aprendiendo, para aquellas a las que les gusta practicar e inventar nuevos diseños.",,publish,4747474747470,1,12000,,instock,,https://www.lacopro.cl/producto/cabeza-de-practica/
"MICROBRUSH 100 UNID",microbrush-100-unid,,52480,"Cepillos especiales para trabajar con adhesivo de extensiones 100 unid.",,publish,4343434343432,7,3000,,instock,,https://www.lacopro.cl/producto/microbrush-100-unid/
"ESPEJO PARA EXTENSION",espejo-para-extension,,52498,"Ideal para trabajar las extensiones con facilidad.",,publish,4141414141418,1,2500,,instock,,https://www.lacopro.cl/producto/espejo-para-extension/
"UÑA ENTERA HUESO 500 UNIDADES",una-entera-hueso-500-unidades,,52532,,,publish,3737373737376,,2000,500,instock,,https://www.lacopro.cl/producto/una-entera-hueso-500-unidades/
"UÑA ENTERA HUESO 100 UNIDADES",una-entera-hueso-100-unidades,,52533,,,publish,3636363636364,,1990,500,instock,,https://www.lacopro.cl/producto/una-entera-hueso-100-unidades/
"PUNTAS FRANCESAS 100 UNIDADES",puntas-francesas-100-unidades,,52536,,,publish,3232323232326,,250,,instock,,https://www.lacopro.cl/producto/puntas-francesas-100-unidades/
"PUNTAS UÑAS HUESO 100 UNIDADES",puntas-unas-hueso-100-unidades,,52537,,,publish,3131313131314,,250,,instock,,https://www.lacopro.cl/producto/puntas-unas-hueso-100-unidades/
"CINTAS UÑAS CADA UNA",cintas-unas-cada-una,,52550,,,publish,3030303030302,,450,,instock,,https://www.lacopro.cl/producto/cintas-unas-cada-una/
"GLITTER C/1 VARIEDAD DE COLORES",glitter-c-1-variedad-de-colores,,52554,,,publish,2727272727272,,250,,instock,,https://www.lacopro.cl/producto/glitter-c-1-variedad-de-colores/
"PETALOS SILICONA REFECTOCIL",petalos-silicona-refectocil,,52556,"Pétalos de silicona, reutilizables más de 100 veces, sanitizables y lavables. Su silicona de ultima tecnología permite una adherencia perfecta, así puedes realizar el trabajo de forma más cómoda tanto para el profesional como para la clienta. Se pueden refrigerar y así aumentar el confort en la zona al momento de utilizar.",,publish,9003877057628,9,15500,,instock,,https://www.lacopro.cl/producto/petalos-silicona-refectocil/
"REFECTOCIL N°3 CAFE",refectocil-n3-cafe,,52603,,,publish,9003877057307,201,12950,11900,instock,,https://www.lacopro.cl/producto/refectocil-n3-cafe/
MICROMETER,micrometer,,52696,,,publish,2121212121210,3,6500,,instock,,https://www.lacopro.cl/producto/micrometer/
"EFECTO UÑAS",efecto-unas,,52699,,,publish,1818181818180,,2000,,instock,,https://www.lacopro.cl/producto/efecto-unas/
"EFECTO UÑAS",efecto-unas-2,,52703,,,publish,1515151515154,,,,instock,,https://www.lacopro.cl/producto/efecto-unas-2/
"LAPIZ SEMIPERMANENTE",lapiz-semipermanente,,52705,,,publish,,10,7500,,instock,,https://www.lacopro.cl/producto/lapiz-semipermanente/
"COMMANDER IN REEF PROGEL 66545",commander-in-reef-progel-66545,,52810,,,publish,073930665458,18,11990,5000,instock,,https://www.lacopro.cl/producto/commander-in-reef-progel-66545/
"SEA N' SAND PROGEL 66544",sea-n-sand-progel-66544,,52811,,,publish,073930665441,6,11990,5000,instock,,https://www.lacopro.cl/producto/sea-n-sand-progel-66544/
"HAPPY FISH PROGEL 66542",happy-fish-progel-66542,,52813,,,publish,073930665427,30,11990,5000,instock,,https://www.lacopro.cl/producto/happy-fish-progel-66542/
"SUNSET TIDE PROGEL 66543",sunset-tide-progel-66543,,52814,,,publish,073930665434,27,11990,5000,instock,,https://www.lacopro.cl/producto/sunset-tide-progel-66543/
"FLOATING ON BUBBLES PROGEL 66541",floating-on-bubbles-progel-66541,,52815,,,publish,073930665410,1,11990,5000,instock,,https://www.lacopro.cl/producto/floating-on-bubbles-progel-66541/
"HALF SHELL SUPRISE PROGEL 66540",half-shell-suprise-progel-66540,,52825,,,publish,073930665403,12,11990,5000,instock,,https://www.lacopro.cl/producto/half-shell-suprise-progel-66540/
"ETHEREAL SKY PROGEL 45283",ethereal-sky-progel-45283,,52827,,,publish,073930452836,9,11990,5000,instock,,https://www.lacopro.cl/producto/ethereal-sky-progel-45283/
"BLOOM N' BEAUTY PROGEL 45282",bloom-n-beauty-progel-45282,,52828,,,publish,073930452829,29,11990,5000,instock,,https://www.lacopro.cl/producto/bloom-n-beauty-progel-45282/
"SOUL OF PROVENCE PROGEL 45284",soul-of-provence-progel-45284,,52829,,,publish,073930452843,18,11990,5000,instock,,https://www.lacopro.cl/producto/soul-of-provence-progel-45284/
"PERRIWINKLE PERFECTION PROGEL 45286",perriwinkle-perfection-progel-45286,,52830,,,publish,073930452867,29,11990,5000,instock,,https://www.lacopro.cl/producto/perriwinkle-perfection-progel-45286/
"LILAC LUMIERE PROGEL 45279",lilac-lumiere-progel-45279,,52831,,,publish,073930452799,3,11990,5000,instock,,https://www.lacopro.cl/producto/lilac-lumiere-progel-45279/
"PURNIMA MOON PROGEL 45277",purnima-moon-progel-45277,,52832,,,publish,073930452775,6,11990,5000,instock,,https://www.lacopro.cl/producto/purnima-moon-progel-45277/
"SHORE BREAK PROGEL 81913",shore-break-progel-81913,,52889,,,publish,073930819134,8,11990,5000,instock,,https://www.lacopro.cl/producto/shore-break-progel-81913/
"DESERT JOURNEY GLITTER PROGEL 81971",desert-journey-glitter-progel-81971,,52890,,,publish,073930819714,6,11990,5000,instock,,https://www.lacopro.cl/producto/desert-journey-glitter-progel-81971/
"FLAMING POKER PROGEL 80303",flaming-poker-progel-80303,,52892,,,publish,073930803034,1,11990,5000,instock,,https://www.lacopro.cl/producto/flaming-poker-progel-80303/
"PURPLE ORCHID PROGEL 80148",,,52894,,,draft,073930801481,4,11990,8000,instock,,https://www.lacopro.cl/?post_type=product&p=52894
"CHICKADEE PROGEL 80151",chickadee-progel-80151,,52895,,,publish,073930801511,16,11990,5000,instock,,https://www.lacopro.cl/producto/chickadee-progel-80151/
"ROYAL PEACOCK PROGEL 80152",royal-peacock-progel-80152,,52896,,,publish,073930801528,3,11990,5000,instock,,https://www.lacopro.cl/producto/royal-peacock-progel-80152/
"TOASTED MARSHMALLOW PROGEL 80159",toasted-marshmallow-progel-80159,,52897,,,publish,073930801597,8,11990,5000,instock,,https://www.lacopro.cl/producto/toasted-marshmallow-progel-80159/
"HIBISCUS PETAL PROGEL 80163",hibiscus-petal-progel-80163,,52898,,,publish,073930801634,12,11990,5000,instock,,https://www.lacopro.cl/producto/hibiscus-petal-progel-80163/
"MAGIC SPELL PROGEL 80164",magic-spell-progel-80164,,52899,,,publish,073930801641,29,11990,5000,instock,,https://www.lacopro.cl/producto/magic-spell-progel-80164/
"LUNAR ECLIPSE PROGEL 81402",lunar-eclipse-progel-81402,,52900,,,publish,073930814023,17,11990,5000,instock,,https://www.lacopro.cl/producto/lunar-eclipse-progel-81402/
"SWEET FROSTING PROGEL 81449",,,52902,,,draft,073930814498,27,11990,5000,instock,,https://www.lacopro.cl/?post_type=product&p=52902
"SUGAR COOKIE PROGEL 81450",sugar-cookie-progel-81450,,52903,,,publish,073930814504,7,11990,5000,instock,,https://www.lacopro.cl/producto/sugar-cookie-progel-81450/
"MINTY CHIP PROGEL 81451",minty-chip-progel-81451,,52904,,,publish,073930814511,5,11990,5000,instock,,https://www.lacopro.cl/producto/minty-chip-progel-81451/
"MANGO MOUSSE PROGEL 81452",mango-mousse-progel-81452,,52905,,,publish,073930814528,22,11990,5000,instock,,https://www.lacopro.cl/producto/mango-mousse-progel-81452/
"ROYAL &amp; RARE PROGEL 81600",royal-rare-progel-81600,,52906,,,publish,073930816003,5,11990,5000,instock,,https://www.lacopro.cl/producto/royal-rare-progel-81600/
"FIT FOR A QUEEN PROGEL 81601",fit-for-a-queen-progel-81601,,52907,,,publish,073930816010,24,11990,5000,instock,,https://www.lacopro.cl/producto/fit-for-a-queen-progel-81601/
"HER MAJESTY PROGEL 81602",her-majesty-progel-81602,,52908,,,publish,073930816027,17,11990,5000,instock,,https://www.lacopro.cl/producto/her-majesty-progel-81602/
"REIGN OF RICHES PROGEL 81605",reign-of-riches-progel-81605,,52910,,,publish,073930816058,6,11990,5000,instock,,https://www.lacopro.cl/producto/reign-of-riches-progel-81605/
"BIKINI BOTTOMS PROGEL 81915",bikini-bottoms-progel-81915,,52911,,,publish,073930819158,4,11990,5000,instock,,https://www.lacopro.cl/producto/bikini-bottoms-progel-81915/
"GRUNGED GROUPIE PROGEL 82200",grunged-groupie-progel-82200,,52912,,,publish,073930822004,23,11990,5000,instock,,https://www.lacopro.cl/producto/grunged-groupie-progel-82200/
"MISS MISCHIEF PROGEL 82201",miss-mischief-progel-82201,,52913,,,publish,073930822011,18,11990,5000,instock,,https://www.lacopro.cl/producto/miss-mischief-progel-82201/
"SECRET SCENE PROGEL 82202",secret-scene-progel-82202,,52914,,,publish,073930822028,4,11990,5000,instock,,https://www.lacopro.cl/producto/secret-scene-progel-82202/
"NIRVANA NIGHTS PROGEL 82203",nirvana-nights-progel-82203,,52915,,,publish,073930822035,23,11990,5000,instock,,https://www.lacopro.cl/producto/nirvana-nights-progel-82203/
"REBEL &amp; ROMANCE PROGEL 82205",rebel-romance-progel-82205,,52917,,,publish,073930822059,4,11990,5000,instock,,https://www.lacopro.cl/producto/rebel-romance-progel-82205/
"AMPED PROGEL 82206",amped-progel-82206,,52918,,,publish,073930822066,8,11990,5000,instock,,https://www.lacopro.cl/producto/amped-progel-82206/
"VELVET UNDERGROUND PROGEL 82207",velvet-underground-progel-82207,,52919,,,publish,073930822073,20,11990,5000,instock,,https://www.lacopro.cl/producto/velvet-underground-progel-82207/
"FROZEN GRAPES PROGEL 81968",frozen-grapes-progel-81968,,52921,,,publish,073930819684,30,11990,5000,instock,,https://www.lacopro.cl/producto/frozen-grapes-progel-81968/
"SANDBLASTED SILVER PROGEL 82800",sandblasted-silver-progel-82800,,52922,,,publish,073930828006,9,11990,5000,instock,,https://www.lacopro.cl/producto/sandblasted-silver-progel-82800/
"STONEWASHED INDIGO PROGEL 82799",stonewashed-indigo-progel-82799,,52923,,,publish,073930827993,3,11990,5000,instock,,https://www.lacopro.cl/producto/stonewashed-indigo-progel-82799/
"DYED DENIM PROGEL 82797",dyed-denim-progel-82797,,52924,,,publish,073930827979,10,11990,5000,instock,,https://www.lacopro.cl/producto/dyed-denim-progel-82797/
"ELECTRIC INDIGO PROGEL 82796",electric-indigo-progel-82796,,52925,,,publish,073930827962,8,11990,5000,instock,,https://www.lacopro.cl/producto/electric-indigo-progel-82796/
"GREY SKINNIES PROGEL 82795",grey-skinnies-progel-82795,,52926,,,publish,073930827955,2,11990,5000,instock,,https://www.lacopro.cl/producto/grey-skinnies-progel-82795/
"BOHEMIAN NIGHTS PROGEL 81973",bohemian-nights-progel-81973,,52928,,,publish,073930819738,4,11990,5000,instock,,https://www.lacopro.cl/producto/bohemian-nights-progel-81973/
"GYPSET LOVE PROGEL 81974",gypset-love-progel-81974,,52929,,,publish,073930819745,29,11990,5000,instock,,https://www.lacopro.cl/producto/gypset-love-progel-81974/
"BAND OF GYPSIES PROGEL 81975",band-of-gypsies-progel-81975,,52930,,,publish,073930819752,6,11990,5000,instock,,https://www.lacopro.cl/producto/band-of-gypsies-progel-81975/
"FORTUNE TELLING SECRETS PROGEL 81976",fortune-telling-secrets-progel-81976,,52931,,,publish,073930819769,11,11990,5000,instock,,https://www.lacopro.cl/producto/fortune-telling-secrets-progel-81976/
"MEHNDI ROSE PROGEL 45272",mehndi-rose-progel-45272,,52932,,,publish,073930452720,2,11990,5000,instock,,https://www.lacopro.cl/producto/mehndi-rose-progel-45272/
"HOLI PINK PROGEL 45273",holi-pink-progel-45273,,52933,,,publish,073930452737,25,11990,5000,instock,,https://www.lacopro.cl/producto/holi-pink-progel-45273/
"PARROT TREE PROGEL 45274",parrot-tree-progel-45274,,52934,,,publish,073930452744,2,11990,5000,instock,,https://www.lacopro.cl/producto/parrot-tree-progel-45274/
"EZ FLOW YELLOW THERE",solar-chakra-progel-45275,,52935,,,publish,073930452751,5,11990,8000,instock,,https://www.lacopro.cl/producto/solar-chakra-progel-45275/
"HARMONIOUSLY BLUE PROGEL 45276",harmoniously-blue-progel-45276,,52936,,,publish,073930452768,11,11990,5000,instock,,https://www.lacopro.cl/producto/harmoniously-blue-progel-45276/
"BIKING'N BALI PROGEL 81424",bikingn-bali-progel-81424,,52937,,,publish,073930814245,10,11990,5000,instock,,https://www.lacopro.cl/producto/bikingn-bali-progel-81424/
"FIRST WALTZ PROGEL 81422",first-waltz-progel-81422,,52938,,,publish,073930814221,17,11990,5000,instock,,https://www.lacopro.cl/producto/first-waltz-progel-81422/
"DANDY - LYON PROGEL 81415",,,52939,,,draft,073930814153,33,11990,5000,instock,,https://www.lacopro.cl/?post_type=product&p=52939
"SEA SPRITE PROGEL 81420",sea-sprite-progel-81420,,52940,,,publish,073930814207,7,11990,5000,instock,,https://www.lacopro.cl/producto/sea-sprite-progel-81420/
"KIWI SQUEEZE PROGEL 81417",kiwi-squeeze-progel-81417,,52941,,,publish,073930814177,35,11990,5000,instock,,https://www.lacopro.cl/producto/kiwi-squeeze-progel-81417/
"CUTICLE OIL SUPERNAIL 236ML/ ACEITE CUTICULA.",cuticle-oil-supernail-236ml-aceite-cuticula,,53032,"Aceite en base a parafina liquida con betacaroteno.",,publish,073930316404,23,13490,,instock,,https://www.lacopro.cl/producto/cuticle-oil-supernail-236ml-aceite-cuticula/
"CUTICLE OIL SUPERNAIL 118 ML/ACEITE DE CUTICULA 118 ML",cuticle-oil-supernail-118-ml-aceite-de-cuticula-118-ml,,53033,"producto en base a parafina liquida y betacaroteno. Alto rendimiento.",,publish,073930316350,11,9490,,instock,,https://www.lacopro.cl/producto/cuticle-oil-supernail-118-ml-aceite-de-cuticula-118-ml/
"AGUJA 3 PTAS CHARMANT 5 UNID",aguja-3-ptas-charmant-5-unid,,53096,,,publish,,,7500,,instock,,https://www.lacopro.cl/producto/aguja-3-ptas-charmant-5-unid/
"DOE BEIGE PROGEL 80106",doe-beige-progel-80106,,53182,,,publish,,35,11990,5000,instock,,https://www.lacopro.cl/producto/doe-beige-progel-80106/
"FLAMENCO DANCER PROGEL 80146",flamenco-dancer-progel-80146,,53199,,,publish,,6,11990,5000,instock,,https://www.lacopro.cl/producto/flamenco-dancer-progel-80146/
